Run,Iteration,agent-0,agent-1,agent-2,agent-3,agent-4,agent-5,agent-6,agent-7,agent-8,agent-9,agent-10,agent-11,agent-12,agent-13,agent-14,agent-15,agent-16,agent-17,agent-18,agent-19,agent-20,agent-21,agent-22,agent-23,agent-24,agent-25,agent-26,agent-27,agent-28,agent-29,agent-30,agent-31
3,25,46,46,5,23,3,35,63,4,29,27,31,7,39,43,6,9,10,19,0,1,33,17,56,6,15,59,2,30,51,7,19,14
3,26,46,46,5,23,3,35,63,4,29,27,31,7,39,43,6,9,10,19,0,1,33,17,56,6,15,59,2,30,51,7,19,14
3,27,46,46,5,23,3,35,63,4,29,27,31,7,39,43,6,9,10,19,0,1,33,17,56,6,15,59,2,30,51,7,19,14
3,28,46,46,5,23,3,35,63,4,29,27,31,7,39,43,6,9,10,19,0,1,33,17,56,6,15,59,2,30,51,7,19,14
3,29,46,46,5,23,3,35,63,4,29,27,31,7,39,43,6,9,10,19,0,1,33,17,56,6,15,59,2,30,51,7,19,14
3,30,46,46,5,23,3,35,63,4,29,27,31,7,39,43,6,9,10,19,0,1,33,17,56,6,15,59,2,30,51,7,19,14
3,31,46,46,5,23,3,35,63,4,29,27,31,7,39,43,6,9,10,19,0,1,33,17,56,6,15,59,2,30,51,7,19,14
3,32,46,46,5,23,3,35,63,4,29,27,31,7,39,43,6,9,10,19,0,1,33,17,56,6,15,59,2,30,51,7,19,14
3,33,46,46,5,23,3,35,63,4,29,27,31,7,39,43,6,9,10,19,0,1,33,17,56,6,15,59,2,30,51,7,19,14
3,34,46,46,5,23,3,35,63,4,29,27,31,7,39,43,6,9,10,19,0,1,33,17,56,6,15,59,2,30,51,7,19,14
3,35,46,46,5,23,3,35,63,4,29,27,31,7,39,43,6,9,10,19,0,1,33,17,56,6,15,59,2,30,51,7,19,14
3,36,46,46,5,23,3,34,63,3,29,27,31,7,39,43,6,9,10,19,0,1,33,17,56,6,15,59,2,30,51,7,19,14
3,37,46,46,5,23,3,34,63,3,29,27,31,7,39,43,6,9,10,19,0,1,33,17,56,6,15,59,2,30,51,7,19,14
3,38,46,46,5,23,3,34,63,3,29,27,31,7,39,43,6,9,10,19,0,1,33,17,56,6,15,59,2,30,51,7,19,14
